category,goods_name,jpPrice,jporgPrice,referencePrice
藥品,久光制药 肩颈温热贴 S 12张,980JPY,980JPY,(約50.08CNY)
藥品,久光制药 肩颈温热贴 M 8张,980JPY,980JPY,(約50.08CNY)
藥品,WAKAMOTO若元胃腸錠 益生菌助消化護腸胃 300錠,"1,046JPY","1,046JPY",(約53.45CNY)
藥品,ROHTO乐敦曼秀雷敦 止痒保湿AD面霜m 145g,"1,567JPY","1,567JPY",(約80.07CNY)
藥品,新表飛鳴S錠 350錠,"2,288JPY","2,288JPY",(約116.92CNY)
藥品,ROHTO乐敦曼秀雷敦 medical lip nc 无香型 护唇润唇膏 8.5g,980JPY,980JPY,(約50.08CNY)
藥品,ROHTO乐敦曼秀雷敦 手湿疹护理软膏 8g,"2,465JPY","2,465JPY",(約125.96CNY)
藥品,Yuskin悠斯晶 护手霜防干裂防冻疮膏 110g,"1,567JPY","1,567JPY",(約80.07CNY)
藥品,SHISEIDO资生堂 IHADA 成人去粉刺暗疮膏祛痘膏 26g,"1,322JPY","1,322JPY",(約67.55CNY)
藥品,池田模范堂 改善脚后跟裂缝皲裂FT软膏20g,"1,934JPY","1,934JPY",(約98.83CNY)
藥品,SHISEIDO资生堂 IHADA DERMA CURE 止痒杀菌软膏 6g,"1,222JPY","1,222JPY",(約62.44CNY)
藥品,ROHTO乐敦曼秀雷敦 止痒保湿AD面霜m 90g,"1,200JPY","1,200JPY",(約61.32CNY)
藥品,ROHTO乐敦 手指手部修复膏 16g,"1,200JPY","1,200JPY",(約61.32CNY)
藥品,小林制药 淡化疤痕膏 15g,"1,444JPY","1,444JPY",(約73.79CNY)
藥品,ROHTO乐敦曼秀雷敦 medical lip b 无香型 护唇润唇膏 8.5g,980JPY,980JPY,(約50.08CNY)
藥品,SHISEIDO资生堂 IHADA 成人去粉刺暗疮膏祛痘膏 16g,955JPY,955JPY,(約48.8CNY)
藥品,LION狮王头皮湿疹止痒 CL乳液 50ml,"2,191JPY","2,191JPY",(約111.96CNY)
藥品,近江兄弟社 HP PLUS肌肤修复保湿霜 90g,"1,958JPY","1,958JPY",(約100.05CNY)
藥品,近江兄弟社 EX PLUS止痒保湿霜 150g,"1,444JPY","1,444JPY",(約73.79CNY)
藥品,ROHTO乐敦 脚裸脚后跟足部修复膏 24g,"1,560JPY","1,560JPY",(約79.72CNY)
藥品,ROHTO乐敦曼秀雷敦 干燥修复保湿口角软膏LP 6g,"1,222JPY","1,222JPY",(約62.44CNY)
藥品,佐藤制药 婴儿红屁股护臀膏 30g,854JPY,854JPY,(約43.64CNY)
藥品,ROHTO乐敦曼秀雷敦 手湿疹护理乳霜 8g,"2,465JPY","2,465JPY",(約125.96CNY)
藥品,SHISEIDO资生堂 IHADA prescreed-d 防过敏精华 14ml,"2,191JPY","2,191JPY",(約111.96CNY)
藥品,ROHTO乐敦 HepaSoft plus 高保湿霜 85g,"1,934JPY","1,934JPY",(約98.83CNY)
藥品,ROHTO乐敦曼秀雷敦 止痒保湿AD乳液b 120g,"1,567JPY","1,567JPY",(約80.07CNY)
藥品,池田模范堂 手指手部修复膏15g,"1,689JPY","1,689JPY",(約86.31CNY)
藥品,SHISEIDO资生堂 IHADA prescreed-i 防过敏眼膏面霜 6g,"1,102JPY","1,102JPY",(約56.31CNY)
藥品,健荣制药 保湿防干燥乳液 30g,"1,200JPY","1,200JPY",(約61.32CNY)
藥品,ROHTO乐敦 HepaSoft plus 高保湿霜 50g,"1,346JPY","1,346JPY",(約68.78CNY)
藥品,健荣制药 保湿防干燥乳液 60g,"1,897JPY","1,897JPY",(約96.94CNY)
藥品,健荣制药 保湿防干燥面霜 60g,"1,897JPY","1,897JPY",(約96.94CNY)
藥品,健荣制药 保湿防干燥面霜 30g,"1,200JPY","1,200JPY",(約61.32CNY)
藥品,健荣制药 保湿防干燥面霜 100g,"2,791JPY","2,791JPY",(約142.62CNY)
